,Name,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
1038,Land Rover Range Rover TDV8 (Diesel),2011,55000,Diesel,Automatic,First,10.2 kmpl,4367 CC,308 bhp,7,67000
3242,Land Rover Range Rover Vogue SE 4.4 SDV8,2012,63000,Diesel,Automatic,Second,11.49 kmpl,4367 CC,335.3 bhp,5,65000
5416,Land Rover Range Rover Vogue SE 4.4 SDV8,2013,75995,Diesel,Automatic,Second,11.49 kmpl,4367 CC,335.3 bhp,5,65810
629,Mahindra Bolero DI BSII,2006,82453,Diesel,Manual,First,13.6 kmpl,2523 CC,63 bhp,8,2900
2664,Mahindra Bolero mHAWK D70 ZLX,2017,40279,Diesel,Manual,First,16.5 kmpl,1493 CC,70 bhp,7,8000
2041,Mahindra Bolero SLE,2012,75000,Diesel,Manual,First,15.96 kmpl,2523 CC,62.1 bhp,7,4300
2133,Mahindra Bolero SLE BSIII,2007,92000,Diesel,Manual,First,13.6 kmpl,2523 CC,63 bhp,7,2700
3408,Mahindra Bolero SLX 2WD,2006,193000,Diesel,Manual,Third,13.6 kmpl,2523 CC,63 bhp,7,2500
1589,Mahindra Bolero ZLX,2013,63000,Diesel,Manual,First,15.96 kmpl,2523 CC,62.1 bhp,7,5500
573,Mahindra Bolero ZLX,2012,105000,Diesel,Manual,Second,15.96 kmpl,2523 CC,62.1 bhp,7,6000
5211,Mahindra Bolero ZLX,2017,68557,Diesel,Manual,First,15.96 kmpl,2523 CC,62.1 bhp,7,8140
1578,Mahindra Bolero ZLX,2012,35000,Diesel,Manual,First,13.6 kmpl,2523 CC,null bhp,7,7000
5357,Mahindra Bolero ZLX,2016,65000,Diesel,Manual,First,15.96 kmpl,2523 CC,62.1 bhp,7,7210
1146,Mahindra Bolero ZLX,2016,40448,Diesel,Manual,First,15.96 kmpl,2523 CC,62.1 bhp,7,3500
613,Mahindra Bolero ZLX BSIII,2000,124000,Diesel,Manual,First,13.6 kmpl,2523 CC,63 bhp,7,1950
5943,Mahindra Jeep MM 540 DP,2002,75000,Diesel,Manual,First,0.0 kmpl,2112 CC,null bhp,6,1700
2053,Mahindra Jeep MM 550 PE,2009,26000,Diesel,Manual,First,0.0 kmpl,2498 CC,null bhp,6,6990
2994,Mahindra KUV 100 G80 K6 Plus 5Str,2017,43000,Petrol,Manual,First,18.15 kmpl,1198 CC,82 bhp,5,4500
5736,Mahindra KUV 100 G80 K8 Dual Tone,2018,42000,Petrol,Manual,First,18.15 kmpl,1198 CC,82 bhp,6,5500
2103,Mahindra KUV 100 mFALCON D75 K4,2016,34079,Diesel,Manual,First,25.32 kmpl,1198 CC,77 bhp,6,3700
4200,Mahindra KUV 100 mFALCON D75 K4 Plus,2017,60357,Diesel,Manual,First,25.32 kmpl,1198 CC,77 bhp,6,4490
1822,Mahindra KUV 100 mFALCON D75 K4 Plus 5str,2017,10500,Diesel,Manual,First,25.32 kmpl,1198 CC,77 bhp,5,4700
951,Mahindra KUV 100 mFALCON D75 K6,2017,39528,Diesel,Manual,First,25.32 kmpl,1198 CC,77 bhp,6,5830
4329,Mahindra KUV 100 mFALCON D75 K8,2016,26000,Diesel,Manual,First,25.32 kmpl,1198 CC,77 bhp,6,6500
42,Mahindra KUV 100 mFALCON D75 K8 Dual Tone,2017,22033,Diesel,Manual,First,25.32 kmpl,1198 CC,77 bhp,6,5580
2696,Mahindra KUV 100 mFALCON G80 K2,2017,24806,Petrol,Manual,First,18.15 kmpl,1198 CC,82 bhp,6,5600
2291,Mahindra Logan Diesel 1.5 DLS,2011,128000,Diesel,Manual,Third,19.2 kmpl,1461 CC,65 bhp,5,2000
200,Mahindra NuvoSport N6,2017,29000,Diesel,Manual,Second,17.45 kmpl,1493 CC,100 bhp,7,6500
5928,Mahindra NuvoSport N6,2018,37323,Diesel,Manual,Second,17.45 kmpl,1493 CC,100 bhp,7,7290
2545,Mahindra NuvoSport N8,2017,37712,Diesel,Manual,First,17.45 kmpl,1493 CC,100 bhp,7,7570
591,Mahindra Quanto C2,2013,80430,Diesel,Manual,Second,17.21 kmpl,1493 CC,100 bhp,7,3300
3491,Mahindra Quanto C4,2012,90049,Diesel,Manual,First,17.21 kmpl,1493 CC,100 bhp,7,3800
3332,Mahindra Quanto C6,2013,35000,Diesel,Manual,First,17.21 kmpl,1493 CC,100 bhp,7,3490
2101,Mahindra Quanto C8,2013,36000,Diesel,Manual,First,17.21 kmpl,1493 CC,100 bhp,7,3900
3715,Mahindra Quanto C8,2014,58816,Diesel,Manual,First,17.21 kmpl,1493 CC,100 bhp,7,3450
2000,Mahindra Renault Logan 1.4 GLX Petrol,2008,2200,Petrol,Manual,First,15.7 kmpl,1390 CC,75 bhp,5,2300
561,Mahindra Renault Logan 1.5 DLE Diesel,2007,35000,Diesel,Manual,First,19.2 kmpl,1461 CC,65 bhp,5,2300
1935,Mahindra Scorpio 1.99 S10,2016,98000,Diesel,Manual,First,15.4 kmpl,1997 CC,120 bhp,7,11500
190,Mahindra Scorpio 1.99 S10 4WD,2016,56739,Diesel,Manual,First,15.4 kmpl,1997 CC,120 bhp,7,10310
5924,Mahindra Scorpio 1.99 S4 Plus,2017,26741,Diesel,Manual,First,15.4 kmpl,1997 CC,120 bhp,7,10080
513,Mahindra Scorpio 1.99 S8,2017,30000,Diesel,Manual,First,15.4 kmpl,1997 CC,120 bhp,7,12250
2049,Mahindra Scorpio 2.6 CRDe,2013,72000,Diesel,Manual,First,10.5 kmpl,2179 CC,120 bhp,8,6000
2522,Mahindra Scorpio 2.6 CRDe,2005,60000,Diesel,Manual,First,10.5 kmpl,2179 CC,120 bhp,8,4000
4809,Mahindra Scorpio 2.6 LX,2010,76477,Diesel,Manual,First,10.5 kmpl,2179 CC,120 bhp,8,4250
5515,Mahindra Scorpio 2.6 SLX CRDe,2005,90000,Diesel,Manual,First,10.5 kmpl,2179 CC,120 bhp,8,2600
4244,Mahindra Scorpio 2009-2014 LX 2WD 7S,2014,84000,Diesel,Manual,First,12.05 kmpl,2179 CC,120 bhp,7,6850
4528,Mahindra Scorpio 2009-2014 SLE 7S BSIV,2014,87000,Diesel,Manual,First,12.05 kmpl,2179 CC,120 bhp,7,7400
4939,Mahindra Scorpio 2009-2014 VLX 2WD 7S BSIV,2014,72618,Diesel,Manual,First,12.05 kmpl,2179 CC,120 bhp,7,8000
2703,Mahindra Scorpio DX 2.6 Turbo 8 Str,2006,89869,Diesel,Manual,First,12.7 kmpl,2609 CC,116.6 bhp,8,3250
894,Mahindra Scorpio LX 2.6 Turbo,2008,131000,Diesel,Manual,First,10.5 kmpl,2609 CC,120 bhp,7,3600
1997,Mahindra Scorpio S10 4WD,2015,120000,Diesel,Manual,First,15.4 kmpl,2179 CC,120 bhp,7,12000
412,Mahindra Scorpio S10 4WD,2017,28464,Diesel,Manual,First,15.4 kmpl,2179 CC,120 bhp,7,13050
5464,Mahindra Scorpio S10 7 Seater,2018,27395,Diesel,Manual,First,15.4 kmpl,2179 CC,120 bhp,7,14190
2204,Mahindra Scorpio S10 AT 4WD,2017,66988,Diesel,Automatic,First,15.4 kmpl,2179 CC,120 bhp,7,10000
2408,Mahindra Scorpio S2 7 Seater,2014,87200,Diesel,Manual,First,15.4 kmpl,2523 CC,75 bhp,7,7750
609,Mahindra Scorpio S4 Plus,2015,35000,Diesel,Manual,Second,15.4 kmpl,2179 CC,120 bhp,7,8500
1939,Mahindra Scorpio S6 7 Seater,2015,52373,Diesel,Manual,Second,15.4 kmpl,2179 CC,120 bhp,7,8500
3548,Mahindra Scorpio S6 Plus 7 Seater,2016,32000,Diesel,Manual,First,15.4 kmpl,2179 CC,120 bhp,7,9750
5318,Mahindra Scorpio S8 8 Seater,2016,72118,Diesel,Manual,First,15.4 kmpl,2179 CC,120 bhp,8,10230
4969,Mahindra Scorpio SLE BSIV,2014,45239,Diesel,Manual,First,12.05 kmpl,2179 CC,120 bhp,8,7090
5147,Mahindra Scorpio SLE BSIV,2012,99000,Diesel,Manual,Third,12.05 kmpl,2179 CC,120 bhp,8,6000
4168,Mahindra Scorpio SLE BSIV,2011,85000,Diesel,Manual,First,12.05 kmpl,2179 CC,120 bhp,8,5250
5315,Mahindra Scorpio SLE BSIV,2012,76777,Diesel,Manual,Second,12.05 kmpl,2179 CC,120 bhp,8,4880
4246,Mahindra Scorpio SLE BSIV,2012,77000,Diesel,Manual,Second,12.05 kmpl,2179 CC,120 bhp,8,4930
4588,Mahindra Scorpio SLX,2008,100000,Diesel,Manual,Second,12.7 kmpl,2609 CC,120 bhp,8,4000
1696,Mahindra Scorpio VLX,2011,100010,Diesel,Manual,Second,12.05 kmpl,2179 CC,120 bhp,8,5500
1657,Mahindra Scorpio VLX,2010,61001,Diesel,Manual,First,12.05 kmpl,2179 CC,120 bhp,8,4750
4226,Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,2011,77001,Diesel,Manual,First,12.05 kmpl,2179 CC,120 bhp,8,4490
276,Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,2013,105000,Diesel,Manual,Second,12.05 kmpl,2179 CC,120 bhp,8,7000
1222,Mahindra Scorpio VLX 2.2 mHawk BSIII,2012,62729,Diesel,Manual,First,12.05 kmpl,2179 CC,120 bhp,8,6320
2799,Mahindra Scorpio VLX 2.2 mHawk BSIII,2010,72000,Diesel,Manual,First,12.05 kmpl,2179 CC,120 bhp,8,4400
5937,Mahindra Scorpio VLX 2WD Airbag BSIII,2011,73000,Diesel,Manual,First,12.05 kmpl,2179 CC,120 bhp,8,6400
5766,Mahindra Scorpio VLX 2WD AIRBAG BSIV,2011,83000,Diesel,Manual,First,12.05 kmpl,2179 CC,120 bhp,8,6710
2566,Mahindra Scorpio VLX 2WD BSIV,2014,45128,Diesel,Manual,First,12.05 kmpl,2179 CC,120 bhp,8,6750
5726,Mahindra Scorpio VLX 2WD BSIV,2014,90000,Diesel,Manual,First,12.05 kmpl,2179 CC,120 bhp,8,7900
2854,Mahindra Scorpio VLX 4WD,2007,81000,Diesel,Manual,Third,12.05 kmpl,2179 CC,120 bhp,8,4350
3546,Mahindra Scorpio VLX 4WD AIRBAG AT BSIV,2011,108905,Diesel,Automatic,Second,11.79 kmpl,2179 CC,120 bhp,8,6210
2301,Mahindra Scorpio VLX 4WD AIRBAG BSIV,2010,105000,Diesel,Manual,Second,12.05 kmpl,2179 CC,120 bhp,8,5210
4203,Mahindra Scorpio VLX AT AIRBAG BSIV,2011,50000,Diesel,Automatic,First,11.79 kmpl,2179 CC,120 bhp,8,6000
3316,Mahindra Ssangyong Rexton RX5,2012,73670,Diesel,Manual,First,12.83 kmpl,2696 CC,162 bhp,7,12500
3862,Mahindra Ssangyong Rexton RX5,2013,57000,Diesel,Manual,First,12.83 kmpl,2696 CC,162 bhp,7,12450
2965,Mahindra Ssangyong Rexton RX5,2014,58995,Diesel,Manual,First,12.83 kmpl,2696 CC,162 bhp,7,9250
1399,Mahindra Ssangyong Rexton RX7,2014,65000,Diesel,Automatic,First,11.18 kmpl,2696 CC,184 bhp,7,10500
3559,Mahindra Ssangyong Rexton RX7,2013,80000,Diesel,Automatic,Second,11.18 kmpl,2696 CC,184 bhp,7,9500
32,Mahindra Ssangyong Rexton RX7,2013,72000,Diesel,Automatic,Second,11.18 kmpl,2696 CC,184 bhp,7,12500
2786,Mahindra Ssangyong Rexton RX7,2013,66372,Diesel,Automatic,First,11.18 kmpl,2696 CC,184 bhp,7,10500
2576,Mahindra Ssangyong Rexton RX7,2014,91586,Diesel,Automatic,Second,11.18 kmpl,2696 CC,184 bhp,7,9470
2778,Mahindra Ssangyong Rexton RX7,2013,76000,Diesel,Automatic,Second,11.18 kmpl,2696 CC,184 bhp,7,8790
2332,Mahindra Ssangyong Rexton RX7,2013,61202,Diesel,Automatic,First,11.18 kmpl,2696 CC,184 bhp,7,14500
1542,Mahindra Thar CRDe,2016,19000,Diesel,Manual,First,16.55 kmpl,2498 CC,105 bhp,6,9250
5860,Mahindra Thar CRDe AC,2019,16392,Diesel,Manual,First,16.55 kmpl,2498 CC,105 bhp,6,10360
2923,Mahindra Thar DI 4X4,2018,2500,Diesel,Manual,First,18.06 kmpl,2523 CC,63 bhp,7,8250
3782,Mahindra Thar DI 4X4,2019,13024,Diesel,Manual,First,18.06 kmpl,2523 CC,63 bhp,7,9110
1740,Mahindra TUV 300 2015-2019 mHAWK100 T8,2018,55594,Diesel,Manual,First,18.49 kmpl,1493 CC,100 bhp,7,8480
1687,Mahindra TUV 300 2015-2019 mHAWK100 T8 AMT,2017,47357,Diesel,Automatic,First,18.49 kmpl,1493 CC,100 bhp,7,8370
4917,Mahindra TUV 300 2015-2019 T8,2017,22251,Diesel,Manual,First,18.49 kmpl,1493 CC,100 bhp,7,8750
2798,Mahindra TUV 300 2015-2019 T8,2017,49404,Diesel,Manual,First,18.49 kmpl,1493 CC,100 bhp,7,7360
3313,Mahindra TUV 300 2015-2019 T8,2017,57259,Diesel,Manual,First,18.49 kmpl,1493 CC,100 bhp,7,8870
2066,Mahindra TUV 300 T8,2016,47035,Diesel,Manual,First,18.49 kmpl,1493 CC,100 bhp,7,6950
4931,Mahindra TUV 300 T8,2016,67000,Diesel,Manual,First,18.49 kmpl,1493 CC,100 bhp,7,6300
2698,Mahindra TUV 300 T8 AMT,2017,30000,Diesel,Automatic,First,18.49 kmpl,1493 CC,100 bhp,7,8200
1547,Mahindra Verito 1.5 D4 BSIV,2015,90000,Diesel,Manual,Second,21.03 kmpl,1461 CC,65 bhp,5,3100
223,Mahindra Verito 1.5 D4 BSIV,2013,107000,Diesel,Manual,First,21.03 kmpl,1461 CC,65 bhp,5,3700
5735,Mahindra Verito 1.5 D6 BSIV,2012,118683,Diesel,Manual,Second,21.0 kmpl,1461 CC,64.1 bhp,5,3190
1753,Mahindra Verito 1.5 D6 BSIV,2011,110000,Diesel,Manual,Second,21.0 kmpl,1461 CC,64.1 bhp,5,2400
1096,Mahindra XUV300 W8 Diesel,2012,97000,Diesel,Manual,First,20.0 kmpl,1497 CC,115 bhp,5,7250
3407,Mahindra XUV500 AT W10 AWD,2018,82739,Diesel,Automatic,First,16.0 kmpl,2179 CC,140 bhp,7,16770
2389,Mahindra XUV500 AT W10 FWD,2018,24500,Diesel,Automatic,First,16.0 kmpl,2179 CC,140 bhp,7,16520
5209,Mahindra XUV500 AT W10 FWD,2016,80999,Diesel,Automatic,First,16.0 kmpl,2179 CC,140 bhp,7,14400
5437,Mahindra XUV500 AT W10 FWD,2017,21000,Diesel,Automatic,First,16.0 kmpl,2179 CC,140 bhp,7,16500
509,Mahindra XUV500 AT W8 FWD,2015,34000,Diesel,Automatic,First,16.0 kmpl,2179 CC,140 bhp,7,13000
5385,Mahindra XUV500 W10 1.99 mHawk,2016,24569,Diesel,Manual,First,16.0 kmpl,1997 CC,140 bhp,7,13500
605,Mahindra XUV500 W10 2WD,2015,73000,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7,12500
4013,Mahindra XUV500 W10 2WD,2017,40000,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7,15900
1552,Mahindra XUV500 W10 2WD,2017,64961,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7,16130
3124,Mahindra XUV500 W10 2WD,2016,89000,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7,13500
2118,Mahindra XUV500 W10 2WD,2015,62000,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7,10250
1605,Mahindra XUV500 W10 2WD,2016,54000,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7,13000
1616,Mahindra XUV500 W10 2WD,2017,57847,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7,16080
789,Mahindra XUV500 W10 2WD,2016,56532,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7,15540
3670,Mahindra XUV500 W10 2WD,2015,53392,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7,11950
5105,Mahindra XUV500 W10 2WD,2015,52000,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7,11500
801,Mahindra XUV500 W10 2WD,2017,43773,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7,13540
5428,Mahindra XUV500 W10 2WD,2018,29907,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7,16360
4735,Mahindra XUV500 W10 AWD,2016,66296,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7,15960
3287,Mahindra XUV500 W10 AWD,2015,87900,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7,12010
3545,Mahindra XUV500 W10 AWD,2017,22000,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7,16000
2150,Mahindra XUV500 W10 AWD,2016,67472,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7,14500
3543,Mahindra XUV500 W10 AWD,2015,102626,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7,12250
5143,Mahindra XUV500 W4,2016,33000,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7,9650
1061,Mahindra XUV500 W4 1.99 mHawk,2017,13363,Diesel,Manual,First,16.0 kmpl,1997 CC,140 bhp,7,12000
5770,Mahindra XUV500 W6 2WD,2015,48000,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7,9450
4496,Mahindra XUV500 W6 2WD,2014,45600,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7,8250
4979,Mahindra XUV500 W6 2WD,2015,37000,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7,9300
1330,Mahindra XUV500 W6 2WD,2016,62946,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7,11050
1791,Mahindra XUV500 W6 2WD,2014,55000,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7,8500
3499,Mahindra XUV500 W6 2WD,2017,41290,Diesel,Manual,Second,16.0 kmpl,,140 bhp,7,10940
2172,Mahindra XUV500 W6 2WD,2016,67995,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7,11730
5150,Mahindra XUV500 W6 2WD,2014,62000,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7,7250
3024,Mahindra XUV500 W6 2WD,2015,113000,Diesel,Manual,First,15.1 kmpl,2179 CC,,7,10850
5471,Mahindra XUV500 W6 2WD,2014,88511,Diesel,Manual,First,16.0 kmpl,2179 CC,,7,8250
3312,Mahindra XUV500 W6 2WD,2015,82000,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7,8750
4654,Mahindra XUV500 W6 2WD,2012,110000,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7,7200
3198,Mahindra XUV500 W7,2018,9000,Diesel,Manual,First,14.0 kmpl,2179 CC,155 bhp,7,13000
2368,Mahindra XUV500 W8 1.99 mHawk,2011,143354,Diesel,Manual,Second,16.0 kmpl,1997 CC,140 bhp,7,6000
4670,Mahindra XUV500 W8 1.99 mHawk,2016,81177,Diesel,Manual,First,16.0 kmpl,1997 CC,140 bhp,7,11250
1257,Mahindra XUV500 W8 2WD,2013,43000,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7,7000
2225,Mahindra XUV500 W8 2WD,2014,67000,Diesel,Manual,Second,15.1 kmpl,2179 CC,140 bhp,7,7200
4727,Mahindra XUV500 W8 2WD,2013,55886,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7,7250
3966,Mahindra XUV500 W8 2WD,2016,120000,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7,12000
2837,Mahindra XUV500 W8 2WD,2015,59182,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7,9460
3677,Mahindra XUV500 W8 2WD,2015,65100,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7,8360
3746,Mahindra XUV500 W8 2WD,2013,87736,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7,7020
754,Mahindra XUV500 W8 2WD,2015,72007,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7,9900
163,Mahindra XUV500 W8 2WD,2012,32792,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7,7900
881,Mahindra XUV500 W8 2WD,2011,66000,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7,5500
2831,Mahindra XUV500 W8 2WD,2015,36836,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7,12490
449,Mahindra XUV500 W8 2WD,2013,61672,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7,7530
3895,Mahindra XUV500 W8 2WD,2011,90000,Diesel,Manual,Second,15.1 kmpl,2179 CC,140 bhp,7,6100
4525,Mahindra XUV500 W8 2WD,2012,95000,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7,7210
3764,Mahindra XUV500 W8 2WD,2014,86000,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7,7850
3829,Mahindra XUV500 W8 2WD,2014,31000,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7,9500
5961,Mahindra XUV500 W8 2WD,2012,35000,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7,8250
2946,Mahindra XUV500 W8 2WD,2016,59711,Diesel,Manual,First,15.1 kmpl,2179 CC,,7,13280
4805,Mahindra XUV500 W8 2WD,2012,47629,Diesel,Manual,First,15.1 kmpl,2179 CC,,7,6500
2318,Mahindra XUV500 W8 2WD,2014,55000,Diesel,Manual,First,15.1 kmpl,2179 CC,,7,9800
3275,Mahindra XUV500 W8 2WD,2011,126000,Diesel,Manual,Third,16.0 kmpl,2179 CC,,7,6700
1779,Mahindra XUV500 W8 2WD,2014,70963,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7,7830
5173,Mahindra XUV500 W8 2WD,2014,58000,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7,7500
4309,Mahindra XUV500 W8 2WD,2013,61591,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7,6820
2816,Mahindra XUV500 W8 2WD,2013,73648,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7,7310
2069,Mahindra XUV500 W8 2WD,2014,70669,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7,9000
1435,Mahindra XUV500 W8 2WD,2012,37000,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7,7750
4207,Mahindra XUV500 W8 2WD,2015,83000,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7,9000
94,Mahindra XUV500 W8 2WD,2014,58000,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7,8100
4298,Mahindra XUV500 W8 2WD,2013,71231,Diesel,Manual,Second,16.0 kmpl,2179 CC,140 bhp,7,9750
2348,Mahindra XUV500 W8 2WD,2015,36096,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7,8850
649,Mahindra XUV500 W8 2WD,2012,72450,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7,8100
5391,Mahindra XUV500 W8 2WD,2012,82103,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7,6200
5226,Mahindra XUV500 W8 2WD,2013,140000,Diesel,Manual,Second,15.1 kmpl,2179 CC,140 bhp,7,9000
4307,Mahindra XUV500 W8 2WD,2013,44000,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7,7250
108,Mahindra XUV500 W8 2WD,2012,65000,Diesel,Manual,Second,16.0 kmpl,2179 CC,140 bhp,7,5750
1752,Mahindra XUV500 W8 2WD,2012,88000,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7,5990
3863,Mahindra XUV500 W8 2WD,2015,39335,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7,12630
1921,Mahindra XUV500 W8 4WD,2014,81000,Diesel,Manual,First,15.1 kmpl,2179 CC,,7,9000
4157,Mahindra XUV500 W8 4WD,2013,55000,Diesel,Manual,First,15.1 kmpl,2179 CC,,7,8500
5912,Mahindra XUV500 W8 4WD,2013,52910,Diesel,Manual,Second,15.1 kmpl,2179 CC,140 bhp,7,9500
3278,Mahindra XUV500 W8 4WD,2014,63288,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7,7770
4155,Mahindra XUV500 W8 4WD,2012,123600,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7,8250
3208,Mahindra XUV500 W8 4WD,2013,78000,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7,10750
1145,Mahindra XUV500 W8 4WD,2013,116694,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7,9570
3477,Mahindra XUV500 W8 4WD,2015,84725,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7,11600
71,Mahindra XUV500 W8 4WD,2015,55729,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7,9650
796,Mahindra XUV500 W9 AT,2019,19654,Diesel,Automatic,First,14.0 kmpl,2179 CC,155 bhp,7,17630
2359,Mahindra Xylo D2 Maxx,2016,150000,Diesel,Manual,First,14.95 kmpl,2489 CC,93.7 bhp,9,4500
5978,Mahindra Xylo D4,2016,105545,Diesel,Manual,First,14.0 kmpl,2498 CC,112 bhp,7,5300
1243,Mahindra Xylo D4,2016,85000,Diesel,Manual,First,14.95 kmpl,2489 CC,93.7 bhp,7,6150
1717,Mahindra Xylo D4,2015,169000,Diesel,Manual,First,14.95 kmpl,2489 CC,93.7 bhp,7,5000
3475,Mahindra Xylo D4 BS III,2015,129750,Diesel,Manual,Second,14.95 kmpl,2489 CC,93.7 bhp,7,6800
6016,Mahindra Xylo D4 BSIV,2012,55000,Diesel,Manual,Second,14.0 kmpl,2498 CC,112 bhp,8,2900
4278,Mahindra Xylo E2,2010,109147,Diesel,Manual,First,14.0 kmpl,2498 CC,112 bhp,8,2650
2026,Mahindra Xylo E4,2011,76000,Diesel,Manual,Second,14.0 kmpl,2498 CC,112 bhp,7,3750
3780,Mahindra Xylo E4 ABS BS III,2013,167362,Diesel,Manual,First,11.68 kmpl,2498 CC,112 bhp,7,4000
4638,Mahindra Xylo E4 ABS BS III,2013,197000,Diesel,Manual,First,11.68 kmpl,2498 CC,112 bhp,7,4000
623,Mahindra Xylo E8,2009,90764,Diesel,Manual,First,14.0 kmpl,2498 CC,112 bhp,8,3850
1678,Mahindra Xylo E8 ABS BS IV,2014,67771,Diesel,Manual,First,11.68 kmpl,2498 CC,112 bhp,8,7060
2790,Mahindra Xylo E8 ABS BS IV,2016,49176,Diesel,Manual,First,11.68 kmpl,2498 CC,112 bhp,8,7460
3067,Mahindra Xylo H4,2016,93166,Diesel,Manual,Second,14.02 kmpl,2179 CC,118.3 bhp,7,5850
838,Mahindra Xylo H4,2016,215000,Diesel,Manual,First,14.02 kmpl,2179 CC,118.3 bhp,7,7500
2428,Mahindra Xylo H4,2015,82000,Diesel,Manual,Second,14.02 kmpl,2179 CC,118.3 bhp,7,4850
4709,Maruti 1000 AC,1998,104000,Petrol,Manual,Second,15.0 kmpl,970 CC,null bhp,5,850
3902,Maruti 800 AC,2010,70000,Petrol,Manual,Second,16.1 kmpl,796 CC,37 bhp,4,900
1433,Maruti 800 AC,2007,59000,Petrol,Manual,First,16.1 kmpl,796 CC,37 bhp,4,750
1602,Maruti 800 AC BSIII,2011,83969,Petrol,Manual,First,16.1 kmpl,796 CC,37 bhp,4,1300
1225,Maruti 800 DX BSII,2009,32000,Petrol,Manual,First,16.1 kmpl,796 CC,37 bhp,4,900
5926,Maruti 800 DX BSII,2000,78000,Petrol,Manual,First,16.1 kmpl,796 CC,37 bhp,4,550
3228,Maruti 800 Std,2003,52000,Petrol,Manual,First,16.1 kmpl,796 CC,37 bhp,4,500
